pass_id,labez,lesart
5519,a,επι το μνημειον
5519,b,αι γυναικες επι το μνημειον ετι
5520,a,επι
5520,b,προς
5521,a,το μνημειον
5521,b,το μνημα
5521,c,τω μνημειω
5521,d,του μνημειου
5522,a,""
5522,b,ετι
5522,c,αι τιμιαι γυναικες ετι
5522,d,γυναικες
5522,zu,""
5523,a,ανατειλαντος
5523,b,ανατελλοντος
5524,a,εαυτας
5524,b,αλληλας
5525,a,τις αποκυλισει ημιν
5525,b,τις ημιν αποκυλισει
5525,c,τις αποκυλιση ημιν
5525,d,τι αποκυλισει ημιν
5525,f,τις αποκυλισει
5526,a,εκ
5526,b,απο
5527,a,και αναβλεψασαι θεωρουσιν οτι αποκεκυλισται ο λιθος ην γαρ μεγας σφοδρα
5527,b,ην γαρ μεγας σφοδρα και αναβλεψασαι θεωρουσιν οτι αποκεκυλισται ο λιθος
5527,c,ην γαρ μεγας σφοδρα και ερχονται και ευρισκουσιν αποκεκυλισμενον τον λιθον
5528,a,θεωρουσιν
5528,b,ορωσιν
5528,zu,""
5529,a,οτι αποκεκυλισται ο λιθος
5529,b,οτι ανακεκυλισται ο λιθος
5529,c,ανακεκυλισμενον τον λιθον
5529,zu,""
5530,a,μεγας σφοδρα
5530,b,σφοδρα μεγας
5531,a,εισελθουσαι
5531,b,ελθουσαι
5532,a,ειδον νεανισκον
5532,b,νεανισκον ειδον
5532,c,θεωρουσιν νεανισκον
5533,a,καθημενον
5533,b,""
5534,a,στολην λευκην
5534,b,στολη λευκη
5535,a,εξεθαμβηθησαν
5535,b,εθανβησαν
5536,a,ο δε
5536,b,και
5537,a,""
5537,b,ο αγγελος
5538,a,εκθαμβεισθε
5538,b,εκθαμβεισθαι
5538,c,φοβεισθε
5538,d,φοβεισθαι
5539,a,ιησουν ζητειτε τον ναζαρηνον
5539,b,υιον ζητειτε τον ναζαρηνον
5539,c,οιδα γαρ οτι ιησουν τον ναζαρηνον ζητειτε
5539,d,τον ιησουν ζητειτε
5539,e,ιησουν ζητειτε
5540,a,ιδε
5540,b,ιδετε
5541,a,ο τοπος
5541,b,εκει ο τοπος αυτου εστιν
5541,f,εκει ο τοπος
5542,a,""
5542,b,και
5543,a,μαθηταις
5543,b,αδελφοις
5544,a,οτι
5544,b,οτι ιδου
5544,c,ιδου
5544,d,οτι ηγερθη απο των νεκρων και ιδου
5545,a,προαγει υμας εις την γαλιλαιαν εκει αυτον οψεσθε καθως ειπεν
5545,b,προαγω υμας εις την γαλιλαιαν εκει με οψεσθε καθως ειρηκα
5546,a,καθως ειπεν
5546,b,καθως ειρηκεν
5546,c,καθως ειπον
5546,d,ιδου (cf. 20) ειπον
5547,a,υμιν
5547,b,""
5548,a,και εξελθουσαι εφυγον απο του μνημειου
5548,b,και ακουσασαι εξηλθον απο του μνημειου και εφυγον
5549,a,και εξελθουσαι
5549,b,αι δε εξελθουσαι
5549,c,και εξελθουσαι ταχυ
5549,d,και ελθουσαι
5549,e,και ακουσασαι εξηλθον και
5549,f,και ακουσασαι
5549,zu,""
5550,a,ειχεν γαρ αυτας τρομος και εκστασις
5550,b,""
5551,a,ειχεν
5551,b,ειχον
5551,c,εσχεν
5551,zu,""
5552,a,γαρ
5552,b,δε
5552,zu,""
5553,a,τρομος
5553,b,φοβος
5553,zu,""
5554,a,ουδενι ουδεν
5554,b,ουδενι ουδε
5554,c,ουδενι
5554,d,ουδεν
5555,a,""
5555,c,[[16:9-20]]
5555,d,[[16:8/38-104]] + [[16:9-20]]
5555,e,[[16:8/38-104]] + [[16:8/14-36. 16:9-20]]
5556,b,ο
5556,c,""
5556,zu,""
5557,b,""
5557,c,εφανη
5557,d,εφανη αυτοις
5557,zu,""
5558,b,""
5558,c,ηλιου
5558,zu,""
5559,b,αχρι
5559,c,μεχρι
5559,zu,""
5560,b,αμην
5560,c,""
5560,zu,""
5561,b,αναστας δε
5561,c,αναστας δε ο ιησους
5561,e,αναστας ο ιησους
5561,f,αναστας
5561,g,αναστας ο κυριος ημων ιησους ο χριστος
5561,h,τω καιρω εκεινω αναστας ο ιησους
5561,zu,""
5562,b,πρωτη σαββατου
5562,c,πρωτη σαββατων
5562,d,πρωτης σαββατου
5562,e,πρωτης σαββατων
5562,g,πρωτον σαββατων
5562,h,τη μια των σαββατων
5562,i,σαββατων
5562,j,""
5562,zu,""
5563,b,εφανη πρωτον
5563,d,εφανη πρωτη
5563,e,εφανη
5563,zu,""
5564,b,τη
5564,c,""
5564,zu,""
5565,b,παρ
5565,c,αφ
5565,zu,""
5566,b,εκβεβληκει
5566,c,εβεβληκει
5566,zu,""
5567,b,επτα
5567,c,πεντε
5567,zu,""
5568,b,εκεινη
5568,c,εκεινη δε
5568,d,κακεινη
5568,zu,""
5569,b,πορευθεισα
5569,c,απελθουσα
5569,zu,""
5570,b,""
5570,c,και
5570,zu,""
5571,b,""
5571,c,αυτοις
5571,zu,""
5572,b,μετ
5572,c,μαθηταις
5572,zu,""
5573,b,γενομενοις
5573,c,γινομενοις
5573,d,""
5573,zu,""
5574,b,πενθουσιν και κλαιουσιν
5574,c,πενθουσιν τε και κλαιουσιν
5574,e,πενθουσιν
5574,zu,""
5575,b,κακεινοι
5575,c,εκεινοι δε
5575,d,εκεινοι
5575,zu,""
5576,b,εθεαθη υπ αυτης
5576,c,υπ αυτης εθεαθη
5576,d,εθεαθη υπ αυτων
5576,zu,""
5577,b,ηπιστησαν
5577,c,και ουκ επιστευσαν αυτη
5577,zu,""
5578,b,μετα δε
5578,c,και μετα δε
5578,d,μετα
5578,zu,""
5579,b,ταυτα
5579,c,αυτα
5579,zu,""
5580,b,περιπατουσιν
5580,c,περιπατουντων
5580,d,""
5580,zu,""
5581,b,εφανερωθη
5581,c,εφανη
5581,zu,""
5582,b,κακεινοι
5582,c,κακεινοι δε
5582,zu,""
5583,b,απελθοντες
5583,c,εξελθοντες
5583,d,πορευθεντες
5583,e,""
5583,zu,""
5584,b,απηγγειλαν
5584,c,ανηγγειλαν
5584,zu,""
5585,b,τοις λοιποις
5585,c,""
5585,zu,""
5586,b,εκεινοις
5586,c,εκεινοι
5586,zu,""
5587,b,δε
5587,c,""
5587,zu,""
5588,b,αυτοις τοις
5588,c,αυ τοις
5588,d,τοις
5588,zu,""
5589,b,ενδεκα
5589,c,δωδεκα
5589,zu,""
5590,b,""
5590,c,ευθεως ο ιησους
5590,zu,""
5591,b,απιστιαν αυτων και
5591,c,""
5591,zu,""
5592,b,""
5592,c,αυτων
5592,zu,""
5593,b,εγηγερμενον
5593,c,εγηγερμενον εκ νεκρων
5593,zu,""
5594,b,""
5594,c,κακεινοι απελογουντο λεγοντες οτι ο αιων ουτος της ανομιας και της απιστιας υπο τον σαταναν εστιν ο μη εων τα υπο των πνευματων ακαθαρτα την αληθειαν του θεου καταλαβεσθαι δυναμιν δια τουτο αποκαλυψον σου την δικαιοσυνην ηδη εκεινοι ελεγον τω χριστω και ο χριστος εκεινοις προσελεγεν οτι πεπληρωται ο ορος των ετων της εξουσιας του σατανα αλλα εγγιζει αλλα δεινα και υπερ ων εγω αμαρτησαντων παρεδοθην εις θανατον ινα υποστρεψωσιν εις την αληθειαν και μηκετι αμαρτησωσιν ινα την εν τω ουρανω πνευματικην και αφθαρτον της δικαιοσυνης δοξαν κληρονομησωσιν
5594,zu,""
5595,b,και ειπεν αυτοις
5595,c,και ειπεν προς αυτους
5595,d,αλλα
5595,zu,""
5596,b,εις τον
5596,c,εις
5596,d,τον
5596,zu,""
5597,b,απαντα
5597,c,και
5597,d,""
5597,zu,""
5598,b,""
5598,c,οτι
5598,zu,""
5599,b,πιστευσας
5599,c,πιστευσων
5599,zu,""
5600,b,""
5600,c,ο
5600,zu,""
5601,b,ο δε απιστησας κατακριθησεται
5601,c,""
5601,zu,""
5602,b,κατακριθησεται
5602,c,κατακριθεις ου σωθησεται
5602,zu,""
5603,b,δε
5603,c,""
5603,zu,""
5604,b,πιστευσασιν
5604,c,πιστευουσιν
5604,zu,""
5605,b,ταυτα παρακολουθησει
5605,c,παρακολουθησει ταυτα
5605,d,ταυτα παρακολουθουσιν
5605,e,ακολουθησει ταυτα
5605,zu,""
5606,b,εν
5606,c,επι
5606,zu,""
5607,b,""
5607,c,και
5607,zu,""
5608,b,εκβαλουσιν
5608,c,εκβαλλουσιν
5608,zu,""
5609,b,γλωσσαις λαλησουσιν καιναις και εν ταις χερσιν οφεις αρουσιν
5609,c,οφεις αρουσιν γλωσσαις λαλησουσιν καιναις
5609,d,οφεις αρουσιν
5609,zu,""
5610,b,γλωσσαις λαλησουσιν καιναις και εν ταις χερσιν
5610,c,γλωσσαις λαλησουσιν καιναις και ταις χερσιν
5610,d,γλωσσαις λαλησουσιν και εν ταις χερσιν
5610,e,γλωσσαις λαλησουσιν καιναις
5610,f,[κ]α̣[ι] εν ταις χε[ρσ]ι̣ν
5610,zu,""
5611,b,πιωσιν
5611,c,πιουσιν
5611,zu,""
5612,b,ου μη αυτους βλαψη
5612,c,ου μη βλαψη αυτους
5612,d,αυτους ου μη βλαψη
5612,e,ου μη αυτους βλαψει
5612,f,ουδεν αυτους βλαψει
5612,zu,""
5613,b,αρρωστους χειρας
5613,c,αρρωστοις χειρα
5613,zu,""
5614,b,επιθησουσιν
5614,c,θησουσιν
5614,zu,""
5615,b,ουν
5615,c,""
5615,zu,""
5616,b,κυριος
5616,c,κυριος ιησους χριστος
5616,d,κυριος ιησους
5616,e,ιησους
5616,zu,""
5617,b,μετα το λαλησαι αυτοις
5617,c,μετα το λαλησαι αυτοις ταυτα
5617,d,""
5617,zu,""
5618,b,εις τον ουρανον
5618,c,εις τους ουρανους
5618,d,εις ουρανον
5618,zu,""
5619,b,εκ δεξιων
5619,c,εν δεξια
5619,zu,""
5620,b,του θεου
5620,c,του πατρος
5620,zu,""
5621,b,εκεινοι
5621,c,κακεινοι
5621,d,εκει
5621,zu,""
5622,b,εκηρυξαν
5622,c,εκηρυσσον
190,zz,
5622,d,απηγγειλαν
5622,zu,""
5623,b,πανταχου
5623,c,παντα χυ
5623,d,""
5623,zu,""
5624,b,του
5624,c,""
5624,zu,""
5625,b,δια
5625,c,""
5625,zu,""
5626,b,""
5626,c,αμην
5626,zu,""
32,b,""
64,b,εις την γαλιλαιαν
188,b,""
195,c,το πνευμα το ακαθαρτον (cf. 26/8-14a)
201,b,αυτον
237,k,αφηκεν αυτην και
274,e,""
293,b,""
298,f,αυτω κυριε οτι εαν θελης
307,b,ευθεως του λογου ειποντος
338,e,εις το φανερως
367,g,αυτον αυτον προσενεγκαι
402,e,""
422,b,αμαρτιας
428,c,και ευθεως ηγερθη και
429,d,τον κραβατον σου και υπαγε εις τον οικον σου (cf. 11/14-26)
451,b,τον τελωνιον
484,b,ελεγον τοις μαθηταις αυτου
484,c,ελεγον τοις μαθηταις αυτου τι οτι μετα των τελωνων και αμαρτωλων
489,c,""
505,b,εσθιουσιν
515,b,νηστευειν (cf. 38)
515,c,πενθειν (cf. 38)
518,b,ποιησαι
536,p,το πληρωμα απ αυτου το παλαιον και καινον του παλαιου το καινον
547,b,ρηξει ο οινος εκχειται και οι ασκοι απολυνται αλλα οινον νεον εις ασκους καινους βλητεον
547,d,ρησσει ο οινος ο νεος τους ασκους και ο οινος νεος εις ασκους καινους βλητεον
547,e,αιρει απ αυτου το πληρωμα το καινον του παλαιου και χειρον σχισμα γινεται και ουδεις βαλλει οινον νεον εις ασκους παλαιους ει δε μη ρησσει οινος ο νεος τους ασκους καινους βλητεον
548,d,ρησσει οι ασκοι
555,c,ασκους παλαιους
557,b,και εγενοντο παραπορευομενοι αυτον εν τοις σαββασιν δια των σποριμων
570,e,και οι μαθηται αυτου (cf. 23/22-28)
651,b,τω κυριω
656,d,απεκτανθη
680,d,και απο ιεροσολυμων και απο της ιουδαιας και περαν ιορδανου (cf. 7/30-44h)
712,h,προς αυτον επιπτον αυτω και εκραζον λεγοντα
717,e,πολλα επετιμων αυτοις
735,i,δωδεκα ους και αποστολους ονομασεν ινα ωσιν περι αυτον
735,j,ινα ωσιν μετ αυτου
749,c,πετρος
764,c,""
769,b,και ιουδας σκαριωθ
807,d,η οικια (cf. 25/20) εκεινη
825,k,δυναται
826,f,τα σκευη του ισχυρου εισελθειν εις την οικιαν αυτου διαρπασαι
826,k,τα σκευη του ισχυρου εισελθειν εις την οικιαν αυτου και διαρπασαι
893,b,αι αδελφαι (cf. 33/22-24)
917,h,αυτον εις το πλοιον ενβαντα καθησθαι
922,c,πολλα εν παρεμβολαις
946,d,τα πετραν
963,b,και δια το μη εχειν ριζαν εξηρανθη (cf. 6/14-26b)
994,b,δε
998,d,ακουωσιν
1006,c,αφεθησομαι
1021,b,οι (cf. 16/18)
1030,d,και ου ποιουσιν ομοιως και
1044,c,σκανδαλιζεται
1058,b,συμπνιγει τον νουν
1059,c,παραδεχονται (cf. 20/32) γινεται
1064,b,ακουσωσιν
1079,b,λυχνιαν
1082,c,ινα υπο την λυχνιαν τεθη
1082,d,ινα υπο την λυχνιαν επιτεθη
1082,e,ινα υπο την λυχνιαν υποτεθη
1082,f,ινα υπο την κλινην επιτεθη
1082,j,υπο την λυχνιαν
1085,h,ο ου
1094,b,μητι ο λυχνος ερχεται ινα υπο τον μοδιον τεθη (cf. 21/8-24)
1096,c,τα
1110,c,δοθησεται (cf. 8)
1115,r,ως γαρ αν βαλει
1142,b,τινι ομοιωματι παραβαλωμεν αυτην
1152,c,ο οταν (cf. 20-22g)
1152,d,ο οτι αν (cf. 32/14-20c)
1194,d,αφεντες αυτον
1245,e,εκ των μνημειων
1255,s,εδυνατο αυτον δησαι
1258,d,και διεσπαρασθε
1278,c,αυτον ο ιησους απο μακροθεν
1294,b,""
1328,b,εξελθοντες τα πνευματα τα ακαθαρτα εισηλθεν
1370,b,""
1377,e,παρεκαλει αυτον απελθειν (cf. 17/10)
1459,r,καν των ιματιων αυτου αψωμεθα
1525,e,η παιδις ουκ απεθανεν
1535,d,αυτου παιδιου
1547,b,""
1549,c,ραββι θαβιθα
1612,b,εσκανδαλιζετο
1614,d,ο ελεγεν δε
1622,b,πατριδι (cf. 30)
1661,i,ενδεδυσκεσθαι
191,zz,
1683,t,αμην λεγω υμιν ανεκτοτερον εσται σοδομοις η γομορροις εν ημερα κρισεως η τη πολει εκεινη αμην γαρ λεγω υμιν οτι ανεκτοτερον εσται σοδομοις η γομορροις εν τη κρισει η τοις μη παραδεξαμενοις υμας
1725,i,ιωαννου αυτος εστιν αυτος ηγερθη εκ των νεκρων
1747,c,και ιωαννην
1764,e,τοις μεγιστασιν (cf. 24-26)
1765,b,""
1767,c,τοις γενεσιοις (cf. 14-16)
1776,b,και της ορχησαμενης
1783,d,και δωσω σοι
1786,b,και ωμοσεν αυτη ο εαν θελης και δωσω σοι και ωμοσεν αυτη ο εαν με αιτησης δωσω σοι εως ημισους της βασιλειας μου
1792,c,καν
1817,b,οχλους (cf. 20/12c)
1822,d,αυτον αθετησαι
1854,c,""
1859,f,εποιησο̣ν και εδιδασκεν
1860,b,""
1866,e,εις ερημ[5-7] εις ερημον τοπον
1892,d,om (cf. 30)
1912,d,εις τας κωμας και αγρους κυκλω αγρους
1920,d,και λεγει αυτω (cf. 38/2-15bf)
1920,f,ο δε λεγει αυτοις (cf. 38/2-8)
1930,b,και λεγουσιν αυτω (cf. 37/20-24df) απελθοντες
1941,b,""
1947,b,""
1951,c,ανδρες εκατον και ανα (cf. 44/14-16)
1952,b,""
1965,c,αυτων
1966,b,""
1969,b,επαρεθηκεν
1975,b,υπο
1990,c,βηδσαιδαν
2061,c,εξελθοντες εκ της πολις αυτων και
2061,i,εξελθοντων αυτων εις το πλοιον εξελθοντος του κυριου ημων ιησου χριστου εκ του πλοιου
2069,g,προσδραμοντες
2094,c,των ιματιων αυτου το κρασπεδον
2110,c,κοιναις ο λεγεται χερσιν τουτ εστιν ανιπτοις εσθιοντας
2118,b,""
2120,b,""
2123,b,ου κατοικουντες
2160,b,μετα
2163,b,""
2201,d,και ουκετι αυτον αφιετε ουδεν ποιειτε
2201,g,και ουκετι αφιετε αυτον ουδεν ποιειτε
2201,h,και ουκετι αφιετε αυτον ουδε ποιειτε
2201,k,και ουκ επ αυτον αφιετε ουδεν ποιειτε
2201,m,και ουκετι αφιετε αυτω ποιησαι
2230,g,""
2236,d,""
2261,b,εκπορευονται
2265,b,ελεγον
2268,b,τι
2281,r,μοιχειαι πορνειαι φονοι και πλεονεξιαι πορνεια δολος
2302,c,ηθελεν (cf. 28)
2319,e,εξεβαλει
2321,b,αυτων
2323,d,πρωτον χορτασθηναι
2324,c,γαρ εστιν α̣ρ̣α̣ι̣ καλον λαβειν
2325,e,γαρ εστιν
2345,c,το παιδιον βεβλημενον επι την κλινην και δαιμονιον εξεληλυθος
2349,b,εις τα ορια της ιουδαιας
2351,b,οριων
2361,b,αυτου
2366,f,και πτυσας
2377,d,αυτου ακοαι
2397,b,""
2400,b,εξεπλησσον
2462,c,ιχθυας ολιγα
2463,d,αυτα παθεις και ευλογησας
2465,b,παρατεθηναι και ταυτα
2465,g,παραθειναι και αυτος
2465,i,και αυτα παρατεθηναι
2465,j,παρατεθηναι και αυτα
2465,q,παρατεθειναι
2478,b,δοξαζοντες τον θεον
2489,c,""
2507,b,και σημειον ου δοθησεται αυτη (cf. 32-42)
2512,b,επιζητει (cf. 22-24d)
2519,j,και μηδενα αρτον ειχον
2544,b,εχοντες ου βλεπουσιν (cf. 18a)
2544,e,εχετε και ου βλεπουσιν (cf. 18a)
2553,c,πασων σπυριδων (cf. 20/14-16) και
2558,b,δεκα
2565,h,ποσων σπυριδων κλασματων
2566,c,οιδατε
2568,d,""
2573,c,βηθσφαγην (cf. 11:1/14)
2586,d,επιθησας
2605,b,απεστη τη κωμη
2621,e,ειπον αυτω
2631,d,""
2672,b,σου
2716,b,τηρηση
2719,b,τουτον (cf. 48)
2722,d,""
2738,c,""
2753,b,""
2758,i,λευκα στιλβοντα λευκα
2799,d,τον αλλα (cf. 14) ονον
2811,e,οταν
2822,b,λεγοντες τι εστιν το εκ νεκρων αναστηναι (cf. 10/16-26)
2861,b,περι αυτου
2864,b,προς εαυτους (cf. 16/12-14b)
2887,b,εαυτον
2891,b,ξηραινει
2911,m,ευθυς ουν
2913,b,εαυτον
2920,c,ποσος
2937,d,ημας
2966,b,μη
2967,b,αυτο (cf. 24/6-12c)
2992,b,ημεις αυτο
2997,b,""
3004,b,γαληνης
3013,b,αυτου
3030,j,διελογισθη προς εαυτους
3030,o,προς εις αυτους διελογιζεσθε
3034,b,""
3042,b,δουλος και παντων δουλος και παντων εσχατος
3048,b,μεσω
3062,c,ονοματι
3063,c,εμε δεχεται αλλα
3066,c,εμε δεξηται
3078,e,εκβαλε τα δαιμονια
3079,p,ος ακολουθει ημιν και εκωλυσαμεν αυτον οτι ετι ουκ ακολουθει ημιν
3079,q,ος ακολουθει ημιν και εκωλυσαμεν αυτον οτι ουκ ακολουθει ημιν
3080,b,ουδις γ̣[αρ] εστιν̣ (cf. /16-20)
3084,b,"αυτους (cf. 38/14, 24, 32, 38)"
3085,c,ου γαρ εστιν ο ποιησας ησει δυναμιν εν τω ονοματι μου
3100,c,""
3113,b,εις αυτον
3117,e,μυλον ονικον
3120,b,βαληται
3157,b,""
3169,e,ζωη
3181,b,μετα αλληλοις
3187,b,ιδαιας
3212,e,δουναι γραψαι
3248,b,εαν απολυση την γυναικα αυτου και γαμηση αλλην μοιχαται και εαν ανηρ απολυση την γυναικα εαυτου και γαμηση αλλην μοιχαται
3250,g,""
3260,c,αυτων αψωνται
3272,d,αυτον
3284,j,ηυλογει τιθεις τας χειρας αυτοις
3289,b,ειπεν τις αυτω
3297,b,ποιησας ινα
3297,c,ποιησω
3297,e,ινα
3298,d,ζωην κληρονομησω
3314,b,προσκαλεσαμενος και
3332,b,και περιβλεψαμενος (cf. 23/2-4) ην γαρ εχων κτηματα πολλα (cf. 18-26)
3366,e,προς εαυτους
3376,b,παρα δ̣ε̣ θεω παντα γαρ δυνατα εστιν παρα τω θεω
3387,h,και αποκριθεις εφη ο ιησους ειπεν
3432,b,και εθαμβουντο και ακολουθησαι αυτον εφοβουντο
3497,b,""
3503,b,δυναμεθα
3536,b,ου
3538,c,αυτων κατεξουσιν αυτων
3538,f,αυτων
3569,c,και βαρτιμαιου
3604,n,""
3612,b,""
3640,j,ουδεις ετι ανθρωπων
3653,d,ευθεως αποστελλει αυτους
3653,e,ευθεως αυτους αποστελλει
3654,h,αυτους αποστελλει
3657,d,δεδεμενον
3667,c,ενετειλατοις ο ις
3677,d,αυτω τα ιματια αυτων επ αυτων
3690,d,εκοπτον βαγεια (cf. Jh 12:13)
3701,c,ερχομενη εν ονοματι κυριου
3707,c,εξηλθεν
3719,b,ενδεκα
3719,c,δεκα
3725,b,""
3727,h,μακροθεν
3729,f,""
3748,c,ο ις
3764,b,οικος
3818,d,"εαν ειπητε (cf. 40, 52, 58, 64, 65)"
3822,b,""
3829,e,οτι οσα α λεγει
3843,c,""
3853,c,""
3854,i,ημων ουρανιοις
3855,e,αφη υμιν
3880,d,και ερω υμιν καγω
3897,b,ουν δια τι
3904,c,τον ιωαννην
3910,l,αποκριθεις ο ιησους λεγει αυτω (cf. 4-14)
3925,b,""
3938,b,"εδειραν και απεκτειναν (cf. 5/8-10a, c)"
3938,d,απεκτειναν (cf. 5/8-10a)
3952,b,ους μεν δεροντες αλλους δε αποκτεννοντες
3952,d,τους δε δεροντες τους δε αποκτεινοντες
3952,h,τους μεν δεροντες ους δε αποκτενοντες
3958,m,αυτω
3982,b,δω τον αμπελωνα
4010,c,αυτον
4011,c,μετα
4014,b,αγορευσωσιν
4016,n,""
4041,e,""
4043,b,εικων αυτη και η απογραφη
4059,b,""
4066,d,αποθανη
4077,c,παρ εμοι
4078,c,""
4089,b,και ο τριτος ωσαυτως και οι επτα ουκ αφηκεν σπερμα
4089,f,και ο τριτος ωσαυτως και οι επτα και ουκ αφηκεν σπερμα
4096,b,τινος των εσται γυνη οταν αναστωσιν
4100,f,γυναικα
4120,b,λεγει
4146,k,εστιν πρωτη παντων εντολων
4149,i,πρωτη παντων εντολων εστιν
4149,p,πρωτη παντων εντολων
4182,b,ο ις εις εστιν και
4217,k,εν πνευματι αγιω
4233,g,ηκουεν αυτου λεγων ηδεως
4263,d,εβαλλον πολλα
4267,c,εξεβαλλον
4321,c,τας μεγαλας ταυτας οικοδομας
4321,d,ταυτας μεγαλας οικοδομας
4323,b,ουκ αφεθη (cf. 36-42zwa/e_f)
4332,b,ορου
4372,j,βλεπετε υμεις εαυτους παραδωσει δε υμας
4384,d,και εις παντα εθνη πρωτον δει κηρυχθηναι το ευαγγελιον εν πασιν τοις εθνεσιν
4384,e,και εις παντα τα εθνη δει πρωτον κηρυχθηναι το ευαγγελιον εις παντα τα εθνη
4388,f,πρωτον κηρυχθηναι
4392,b,τι προμεριμνατε [
4419,c,""
4424,b,αραι τα της οικιας μηδε εισελθετω εις την οικιαν αυτου
4424,c,αραι μηδε εισελθετω αραι εκ της οικιας αυτου τι
4425,e,την οικιαν
4428,b,εξελθετω
4442,c,""
4443,j,χειμωνος ταυτα γινεται η σαββατου
4446,e,θλιψεις οιαι ου γεγονασιν ποτε τοιαυτη (cf. 48b)
4449,d,ης ανεκτισεν
4455,b,"ου (cf. 16bf, 19/44)"
4455,c,""
4459,b,ου μη (cf. 4bf)
4462,b,εκολοβωσεν ους εξελεξατο τας ημερας
4469,b,ωδε (cf. 16)
4487,b,θλιψιν οτι
4504,b,αγγελους (cf. 10)
4504,c,αγγελους (cf. 10) τους
4514,c,ιδητε οτι ο κλαδος αυτης γενηται απαλος
4522,c,εγγυς εστιν επι θυραις
4524,e,το τελος εστιν
4533,c,""
4542,c,""
4559,c,αφετε (cf. 6b)
4607,e,θορυβουοντος
4610,c,""
4617,d,αλαβαστρον μυρου
4641,b,ενεβριμησατο
4642,b,εν αυτη
4644,b,""
4646,b,""
4653,b,εμε δε ου παντοτε εχετε και οταν θελετε δυνασθε αυτους ευ ποιησαι εμε δε ου παντοτε εχετε
4653,e,και οταν θελετε ου παντοτε εχετε
4654,c,οταν
4656,g,αυτους
4678,b,δε
4693,c,""
4723,e,υμιν
4752,j,και ο αλλος
4776,e,""
4786,c,""
4793,d,ουκετι ου προσθω πιειν
4793,h,μη πιω
4798,b,οτι
4830,h,""
4835,c,η
4844,h,με δεη συναποθανειν με συν σοι
4844,i,δεη με αποθανειν με συν σοι
4874,b,καθησατε ωδε μεινατε
4879,i,επι προσωπον της γης
4881,b,ινα ει δυνατον εστιν παρελθειν απ αυτου η ωρα
4881,d,ει δυνατον παρελθειν απ αυτου η ωρα
4882,c,ινα δυνατον εστιν
4882,e,ινα δυνατον
4892,d,αλλ ου
4900,b,καν
4909,b,""
4922,b,αυτω τι αποκριθωσιν
4923,f,αυτω απολογησωσιν
4923,i,αποθωσιν
4928,c,""
4935,d,ο παραδιδους μου με ηγγικεν
4947,c,μετα
4959,b,εστε̣
4986,b,""
4991,c,εκρατει
5017,b,αυτους
5026,b,""
5027,b,""
5043,b,κατα ταυτου λεγοντες
5052,b,τον ναον τουτον τον αχειροποιητον
5052,f,τον χειροποιητον
5053,e,δια τριων ημερων οικοδομησω
5053,g,οικοδομησω
5055,b,χειροποιητον οικοδομησω
5055,d,χειροποιητον ποιησω
5057,h,ισαι ην αι μαρτυριαι (cf. 56/14-18) αυτων
5058,b,αυτων
5076,g,αρχιερευς επηρωτα αυτον
5079,d,ευλογητου
5084,d,εκ δεξιων καθημενον δυναμεως
5087,b,και
5102,c,""
5106,i,ειναι ενοχον θανατου
5108,c,διαπτυειν αυτω
5137,b,εισηλθεν εις την εξω προαυλιον
5170,f,το ρημα ο ειπεν ιησουν
5173,c,""
5182,e,ποιησαντες
5185,b,ολον συνεδριον
5190,f,αυτω
5199,h,πολλα ο δε
5209,b,αυτω λεγων
5230,g,εθος ην ινα τον βαραββαν απωλυσωσιν
5234,b,""
5235,e,εδοκεισαν
5242,d,εποιησαν
5247,c,μ̣α̣λ̣λ̣[ον] (cf. 16)
5248,b,""
5251,e,λεγετε τον βασιλεα
5251,h,βασιλει
5262,c,δε λεγοντες
5268,b,δε
5273,e,εξω της αυλης
5280,c,εκδυσουσιν (cf. 20/10) αυτον
5286,b,χαιρε ο βασιλευς λεγοντες
5310,b,απ ακρου
5322,e,πιειν εσμυρνωμενον οινον
5322,g,πιειν εσμυρνομενον
5328,b,""
5340,b,αιτια της επιγραφης
5382,b,ο ιησους παλιν
5385,c,ελωι
5386,c,αβαχθανη
5389,b,μεθ υμων
5391,b,""
5395,e,""
5399,d,και δραμοντες εγεμισαν οξους και περιθεντες καλαμω εποτιζον αυτον λεγοντες
5403,c,σπογγον
5403,d,γεμισας
5405,b,επιθεις καλαμω
5406,d,περιθεις ω καλαμω εποτιζεν
5413,d,φωνη μεγαλην
5424,b,ουτως αυτον κραξαντα και εξεπνευσεν
5433,b,πολλοι
5437,b,μακαρια
5459,b,""
5460,c,πριν σαββατον
5460,d,σαββατον
5467,b,""
5474,b,""
5476,c,""
5485,b,το σωματος ιωσηφ
5485,c,το σωμα του ιησου
5485,d,τω ιωσηφ
5492,h,αυτον
5506,f,ιακωβου και μαρια ιωση
5506,g,ιακωβου και σαλωμη και μαρια ιωση
5511,b,""
5525,g,τι σημιον αποκαλυψ[ει]
5541,e,εκει τοπον αυτου
5562,f,πρωτου σαββατου
5563,c,εφανερωσεν πρωτοις
5574,d,πενθουσα και κλαιουσα
5584,d,απηγγελον
5593,e,εκ νεκρων
5618,e,ουρανον
1,zz,
2,zz,
3,zz,
4,zz,
5,zz,
6,zz,
7,zz,
8,zz,
9,zz,
10,zz,
11,zz,
12,zz,
13,zz,
14,zz,
15,zz,
16,zz,
17,zz,
