pass_id,labez,lesart
1789,c,αυτη πολλα
1789,d,πολλα
1789,e,""
1789,zu,""
1790,a,ο τι εαν
1790,b,οτι ο εαν
1790,c,ει τι αν
1790,d,ο εαν
1790,zu,""
1791,a,με αιτησης
1791,b,αιτησης με
1791,c,με αιτησεις
1791,d,αιτησεις με
1791,e,με αιτηση
1791,f,αιτηση με
1791,g,με ζητησης
1791,h,αιτησης
1791,i,αιτησεις
1791,zu,""
1792,a,εως
1792,b,και
1793,a,ημισους
1793,b,ημισυ
1793,c,το ημισυ
1794,a,μου
1794,b,""
1795,a,και
1795,b,η δε
1796,a,εξελθουσα
1796,b,ελθουσα
1797,a,αυτης
1797,b,αυτου (cf. 22/36-38)
1798,a,αιτησωμαι
1798,b,αιτησομαι
1799,a,η δε ειπεν
1799,b,και ειπεν
1799,c,""
1800,a,""
1800,b,αιτησαι (cf. 22/40)
1800,c,αυτη
1801,a,βαπτιζοντος
1801,b,βαπτιστου (cf. 25/44)
1802,a,και εισελθουσα
1802,b,και εισελθουσης
1802,c,εισελθουσα δε
1802,d,η δε εισελθουσα
1802,e,και ελθουσα
1803,a,ευθυς μετα σπουδης
1803,b,μετα σπουδης ευθεως
1803,c,μετα σπουδης
1803,d,""
1804,a,προς τον βασιλεα ητησατο λεγουσα
1804,b,""
1805,a,προς
1805,b,εις
1805,zu,""
1806,a,ητησατο λεγουσα
1806,c,ειπεν
1806,zu,""
1807,a,θελω ινα εξαυτης δως μοι
1807,b,εξαυτης δος μοι
1807,c,δος μοι
1808,a,εξαυτης δως μοι
1808,b,μοι δως εξαυτης
1808,c,δως μοι εξαυτης
1808,d,μοι δως
1808,zu,""
1809,a,επι πινακι την κεφαλην ιωαννου του βαπτιστου
1809,b,την κεφαλην ιωαννου του βαπτιστου επι πινακι
1810,a,επι πινακι την κεφαλην
1810,b,την κεφαλην επι πινακι
1810,c,την κεφαλην
1810,zu,""
1811,a,""
1811,b,ωδε
1812,a,βαπτιστου
1812,b,βαπτιζοντος (cf. 24/32)
1813,a,και
1813,b,""
1814,a,""
1814,b,ο ηρωδης
1815,a,""
1815,b,ως ηκουσεν
1816,a,""
1816,b,δε
1817,a,ορκους
1818,a,και
1818,b,""
1819,a,""
1819,b,δια
1820,a,ανακειμενους
1820,b,συνανακειμενους (cf. 22/28)
1820,c,συνκειμενους
1821,a,ηθελησεν
1821,b,ηθελεν
1822,a,αθετησαι αυτην
1822,b,αυτην αθετησαι
1822,c,αθετησαι αυτη
1822,e,λυπησαι αυτην
1822,f,αθετησαι
1823,a,και ευθυς
1823,b,αλλα ευθεως
1823,c,και
1824,a,αποστειλας ο βασιλευς
1824,b,ο βασιλευς αποστειλας
1824,c,αποστελλει ο βασιλευς
1824,d,αποστειλας
1824,e,απολυσας
1824,f,ο βασιλευς
1825,a,""
1825,b,και
1826,a,επεταξεν ενεγκαι την κεφαλην αυτου και απελθων απεκεφαλισεν αυτον εν τη φυλακη
1826,b,απεκεφαλισεν αυτον εν τη φυλακη
1827,a,επεταξεν
1827,b,εκελευσεν
1827,zu,""
1828,a,ενεγκαι
1828,b,ενεχθηναι
1828,c,εναχθηναι
1828,zu,""
1829,a,την κεφαλην αυτου
1829,b,αυτου την κεφαλην
1829,c,την κεφαλην ιωαννου
1829,zu,""
1830,a,""
1830,b,επι πινακι
1830,zu,""
1831,a,και απελθων απεκεφαλισεν αυτον εν τη φυλακη και ηνεγκεν την κεφαλην αυτου
1831,b,""
1831,zu,""
1832,a,και
1832,b,ο δε
1832,zu,""
1833,a,απελθων
1834,a,αυτον
1834,b,αυτου
1834,c,τον ιωαννην
1834,zu,""
1835,a,εν τη φυλακη
1835,b,""
1835,zu,""
1836,a,ηνεγκεν την κεφαλην αυτου
1836,b,ηνεχθη η κεφαλη αυτου
1836,zu,""
1837,a,την κεφαλην αυτου
1837,b,αυτου την κεφαλην
1837,c,την κεφαλην ιωαννου
1837,d,την κεφαλην
1837,e,αυτην
1837,zu,""
1838,a,πινακι
1838,b,πινακος
1839,a,""
1839,b,ευθεως
1840,a,εδωκεν
1840,b,εδωκαν
1841,a,αυτην
1841,b,αυτη
1841,c,""
1842,a,και το κορασιον
1842,b,η δε
1842,c,και
1843,a,εδωκεν αυτην
1843,b,δεδωκεν αυτην
1843,c,ηνεγκεν (cf. 4) αυτην
1843,d,εδωκεν
1843,e,δεδωκεν
1843,f,ηνεγκεν (cf. 4)
1843,g,""
1844,a,αυτης
1844,b,αυτου (cf. 22-24)
1845,a,και ακουσαντες οι μαθηται αυτου
1845,b,ακουσαντες δε οι μαθηται αυτου
1845,c,οι δε μαθηται αυτου ακουσαντες
1845,d,και ακουσαντες οι μαθηται
1845,e,και ακουσαντες αυτου
1845,f,οι δε μαθηται αυτου
1846,a,και ηραν
1846,b,κηδευσαι
1847,a,πτωμα
1847,b,σωμα
1848,a,αυτου
1848,b,""
1849,a,""
1849,b,νεκρον
1850,a,και εθηκαν αυτο εν μνημειω
1850,b,""
1851,a,εθηκαν
1851,b,επεθηκαν
1851,c,εθαψαν
1851,zu,""
1852,a,αυτο εν μνημειω
1852,b,εν μνημειω αυτο
1852,c,αυτον εν μνημειω
1852,d,αυτο εν τω μνημειω
1852,e,εν τω μνημειω
1852,f,εν μνημειω
1852,zu,""
1853,a,και
1853,b,τω καιρω εκεινω
1854,a,προς τον ιησουν
1854,b,εις τον ιησουν
1855,a,απηγγειλαν
1855,b,ανηγγειλαν
1856,a,αυτω
1856,b,αυτου
1856,c,""
1857,a,παντα
1857,b,απαντα
1857,c,παντα τα γενομενα και
1857,d,παντα και
1857,e,""
1858,a,οσα
1858,b,α
1859,a,εποιησαν και οσα εδιδαξαν
1859,b,εδιδαξαν και οσα εποιησαν
1859,c,εποιησεν και οσα εδιδαξαν
1859,d,εποιησαν και οσα εδιδασκον
1859,e,εποιησαν και εδιδαξαν
1860,a,και λεγει αυτοις
1861,a,λεγει
1861,b,ειπεν
1861,zu,""
1862,a,""
1862,b,ο ιησους
1862,zu,""
1863,a,υμεις αυτοι κατ ιδιαν εις ερημον τοπον
1863,b,υπαγωμεν εις ερημον τοπον
1864,a,υμεις αυτοι
1864,b,αυτοι υμεις
1864,c,ημεις αυτοι
1864,d,και υμεις αυτοι
1864,e,και υμεις
1864,f,υμεις
1864,g,ημεις
1864,zu,""
1865,a,κατ ιδιαν εις ερημον τοπον και αναπαυσασθε ολιγον ησαν γαρ οι ερχομενοι και οι υπαγοντες πολλοι και ουδε φαγειν ευκαιρουν και απηλθον εν τω πλοιω εις ερημον τοπον κατ ιδιαν
1865,b,κατ ιδιαν
1865,zu,""
1866,a,κατ ιδιαν εις ερημον τοπον
1866,b,κατ ιδιαν εις τοπον ερημον
1866,c,εις ερημον τοπον κατ ιδιαν
1866,d,κατ ιδιαν επ ερημον τοπον
1866,zu,""
1867,a,και αναπαυσασθε ολιγον
1867,b,""
1867,zu,""
1868,a,αναπαυσασθε
1868,b,αναπαυσεσθε
1868,c,αναπαυεσθε
1868,d,αναπαυσασθαι
1868,e,αναπαυεσθαι
1868,zu,""
1869,a,ολιγον
1869,b,λοιπον
1869,zu,""
1870,a,ησαν γαρ
1870,b,ησαν δε
1870,c,και ησαν
1870,d,η γαρ
1870,e,ησαν
1870,zu,""
1871,a,οι
1871,b,""
1871,zu,""
1872,a,ερχομενοι και οι υπαγοντες
1872,b,υπαγοντες και οι ερχομενοι
1872,c,ερχομενοι και οι απαγοντες
1872,d,ερχομενοι και υπαγοντες
1872,e,υπαγοντες
1872,zu,""
4369,zu,""
1873,a,ουδε φαγειν ευκαιρουν
1873,b,ουδεν ηυκαιρουν ουδε φαγειν
1873,zu,""
1874,a,ουδε
1874,b,ουδεν
1874,zu,""
1875,a,""
1875,b,εις το
1875,zu,""
1876,a,ευκαιρουν
1876,b,ευκαιρουντο
1876,c,ευκαιρως ειχον
1876,zu,""
1877,a,απηλθον εν τω πλοιω εις ερημον τοπον
1877,b,απηλθον εις ερημον τοπον εν τω πλοιω
1877,c,απηλθεν εν τω πλοιω εις ερημον τοπον
1877,d,απηλθεν εις ερημον τοπον εν τω πλοιω
1877,e,αναβαντες εις το πλοιον απηλθον εις ερημον τοπον
1877,f,απηλθον τω πλοιω εις ερημον τοπον
1877,g,απηλθον εις ερημον τοπον τω πλοιω
1877,h,απηλθεν εις ερημον τοπον τω πλοιω
1877,i,διηλθεν εις ερημον τοπον τω πλοιω
1877,j,απηλθεν εις ερημον τοπον το πλοιον
1877,k,απηλθον εις ερημον τοπον τω πλοιαριω
1877,l,απηλθον εν πλοιω εις ερημον τοπον
1877,m,απηλθον εις ερημον τοπον εν πλοιω
1877,n,απηλθεν εις ερημον τοπον εν πλοιω
1877,o,απηλθον εις ερημον τοπον πλοιω
1877,p,απηλθεν τω πλοιω εις ερημον
1877,q,απηλθον εις ερημον τω πλοιω
1877,r,απηλθον εις ερημον τοπον
1877,zu,""
1878,a,ειδον
1878,b,ιδοντες (cf. 10-12j)
1879,a,αυτους υπαγοντας
1879,b,αυτους απαγοντας
1879,c,αυτον υπαγοντα
1879,d,αυτον υπαγοντες
1879,e,αυτους
1880,a,""
1880,b,οι οχλοι
1881,a,και επεγνωσαν πολλοι
1881,b,πολλοι και επεγνωσαν
1881,c,και επεγνωσαν πολλοι αυτους
1881,d,και επεγνωσαν αυτους πολλοι
1881,e,και επεγνωσαν αυτον πολλοι
1881,f,και επεγνωσαν αυτου πολλοι
1881,g,και επεγνωσαν αυτον
1881,h,πολλοι επεγνωσαν
1881,i,και εγνωσαν πολλοι
1881,j,εγνωσαν πολλοι (cf. 4b)
1881,k,πολλοι
1882,a,και πεζη απο πασων των πολεων
1882,b,απο πασων των πολεων και πεζη
1882,c,και πεζοι απο πασων των πολεων
1882,d,και πεζοι απο των πολεων
1882,e,πολ]λ̣ω̣ν π̣ο̣[λεων
1883,a,""
1883,b,και
1884,a,συνεδραμον
1884,b,εδραμον
1885,a,""
1885,b,πλειστον
1886,a,εκει και προηλθον αυτους
1886,b,εκει και προσηλθον αυτους
1886,c,εκει και προσηλθον αυτοις
1886,d,εκει και προσηλθεν αυτους
1886,e,εκει και συνηλθον αυτου
1886,f,εκει και συνηλθον αυτω
1886,g,εκει και συνηλθον προς αυτον
1886,h,εκεισε και συνηλθον αυτω
1886,i,εκει και συνεισηλθον αυτω
1886,j,εκει και προηγον αυτους
1886,k,εκει και ηλθον αυτου
1886,l,εκει και προσηλθον προς αυτους και συνηλθον προς αυτον
1886,m,εκει και προηλθον αυτους και συνηλθον προς αυτον
1886,n,εκει και προσηλθον αυτους και συνηλθον προς αυτον
1886,o,εκει και προηλθον αυτους και συνηλθον προς αυτους
1886,p,εκει και προσηλθον αυτους και συνηλθον προς αυτους
1886,q,εκει και προηλθον αυτους και συνεισηλθον προς αυτους
1886,r,εκει και προσηλθεν αυτους και συνεισηλθον προς αυτους
1886,s,εκει και προηλθον αυτους και συνεισηλθον προς αυτον
1886,t,εκει και προηλθον αυτους και συνεδραμον (cf. 28) προς αυτον
1886,u,εκει και προηγον αυτους και συνηλθον προς αυτον
1886,v,εκει και συνηλθον προς αυτον και προηγον αυτους
1886,w,εκει και προηλθον αυτους και συνηλθον αυτω
1886,x,εκει και προηλθεν αυτους και συνηλθον προς αυτον
1886,y,εκει και ηλθον προς αυτους και συνηλθον προς αυτον
1886,ya,εκει και προσηλθον αυτοις και συνηλθον προς αυτον
1886,yb,εκει και συνηλθον αυτοις και προσηλθον προς αυτον
1886,yc,εκει και προσηλθον αυτοι και συνηλθον προς αυτον
1886,yd,εκει και προσηλθον αυτου και συνηλθον προς αυτον
1886,ye,εκει και προηλθον αυτου και συνηλθον αυτω
1886,yf,εκει και προσηλθεν αυτος και συνηλθον προς αυτον
1886,yg,εκει και προηλθεν αυτος και συνηλθον προς αυτον πολλοι
1886,yh,εκει και προηλθον αυτω και συνεισηλθον προς αυτον
1886,yi,εκει και προηλθον αυτους συνηλθον προς αυτον
1886,yj,εκει και προηλθον αυτους και ηλθον προς αυτον
1886,yk,προς αυτους και συνηλθον προς αυτον
1886,yl,και προσηλθον αυτοις
1886,ym,και ηλθον εκει
1886,yn,εκει
1887,a,εξελθων
1887,b,ελθων
1888,a,ειδεν πολυν οχλον και
1888,b,ειδεν οχλον πολυν και
1888,c,και ιδων πολυν οχλον
1888,d,ο ιησους ειδεν πολυν οχλον και
1888,e,ο ιησους ειδεν οχλον πολυν και
1888,f,ειδεν ο ιησους πολυν οχλον και
1888,g,ειδεν ο ιησους οχλον πολυν και
1888,h,ειδεν πολυν οχλον ο ιησους και
1888,i,και ιδων πολυν οχλον ο ιησους
1888,j,ο κυριος ημων ιησους ο χριστος ιδεν οχλον πολυν και
1888,k,ιδων πολυν οχλον
1889,a,εσπλαγχνισθη
1889,b,ευσπλαγχνισθη
1890,a,επ αυτους
1890,b,επ αυτοις
1890,c,επ αυτον
1890,d,αυτους
1891,a,""
1891,b,εσκυλμενοι και εριμμενοι
1892,a,ως προβατα
1892,b,και προβατα
1892,c,προβατα
1893,a,και ηρξατο διδασκειν αυτους πολλα
1893,b,""
1894,a,ηρξατο διδασκειν αυτους
1894,b,ηρξατο αυτους διδασκειν
1894,c,ηρξατο διδασκειν αυτοις
1894,d,ηρξαντο διδασκειν αυτους
1894,e,ηρχοντο διδασκειν αυτοις
1894,f,ηρξατο διδασκειν
1894,g,εδιδασκεν αυτους
1894,zu,""
1895,a,πολλα
1895,b,""
1895,zu,""
1896,a,και ηδη
1896,b,ηδη δε
1896,c,και δη
1897,a,ωρας πολλης γενομενης προσελθοντες
1897,b,πολλων γενομενων προσελθοντων
1898,a,ωρας πολλης γενομενης
1898,b,πολλης ωρας γενομενης
1898,c,ωρας πολλης γινομενης
1898,d,πολλων γενομενων
1898,e,πολλων λεγομενων
1899,a,""
1899,b,και
1900,a,προσελθοντες
1900,b,προσηλθον
1900,zu,""
1901,a,αυτω οι μαθηται αυτου ελεγον
1901,b,οι μαθηται αυτου ελεγον αυτω
1901,c,αυτω οι μαθηται αυτου λεγουσιν
1901,d,οι μαθηται αυτου λεγουσιν αυτω
1901,e,αυτω οι μαθηται αυτου λεγοντες
1901,f,αυτω οι μαθηται αυτω λεγουσιν
1901,g,αυτω οι μαθηται λεγουσιν αυτω
1901,h,αυτω οι μαθηται αυτου λεγουσιν αυτω
1901,i,αυτου οι μαθηται αυτου λεγουσιν αυτω
1901,k,οι μαθηται αυτου ελεγον
1901,l,οι μαθηται αυτω λεγουσιν
1901,m,οι μαθηται αυτου λεγουσιν
1901,n,αυτω οι μαθηται λεγουσιν
1902,a,οτι
1902,b,""
1903,a,ο
1903,b,""
1904,a,""
1904,b,ουτος
1905,a,και ηδη ωρα πολλη
1905,b,""
1906,a,και
1906,b,""
1906,zu,""
1907,a,ηδη ωρα
1907,b,ωρα ηδη
1907,c,ηδη η ωρα
1907,d,η ωρα ηδη
1907,e,η ωρα
1907,f,ωρα
1907,zu,""
1908,a,πολλη
1908,b,πολλη παρηλθεν
1908,c,παρηλθεν
1908,zu,""
1909,a,""
1909,b,ουν
1910,a,αυτους
1910,b,τους οχλους
1911,a,απελθοντες εις τους κυκλω αγρους και κωμας
1911,b,απελθωσιν εις τας κυκλω κωμας και
1912,a,εις τους κυκλω αγρους και κωμας
1912,b,κυκλω εις τους αγρους και κωμας
1912,c,εις τας κυκλω κωμας και αγρους
1912,e,εις τους εγγιστα αγρους και εις τας κωμας
1912,f,εις τους εγγιστα αγρους και κωμας
1912,g,εις τους κυκλω αγρους κωμας
1912,h,εις τους κυκλω αγρους
1912,zu,""
1913,a,""
1913,b,ινα
1914,a,αγορασωσιν εαυτοις τι φαγωσιν
1914,b,αγορασωσιν εαυτοις τι φαγειν
1914,c,αγορασωσιν εαυτοις αρτους και καταλυσωσιν τι γαρ φαγωσιν ουκ εχουσιν
1943,g,αυτοις ανακλιναι αυτους
1914,d,αγορασωσιν εαυτοις αρτους οτι γαρ φαγωσιν ουκ εχουσιν
1914,e,αγορασωσιν εαυτοις αρτους τι γαρ φαγωσιν ουκ εχουσιν
1914,f,αγορασωσιν εαυτοις αρτους τι γαρ φαγουσιν ουκ εχουσιν
1914,g,αγορασωσιν εαυτοις αρτους τι γαρ φαγειν ουκ εχουσιν
1914,h,αρτους αγορασωσιν εαυτοις τι γαρ φαγειν ουκ εχουσιν
1914,i,αγορασουσιν εαυτοις αρτους τι γαρ φαγωσιν ουκ εχουσιν
1914,j,αγορασωσιν εαυτοις βρωματα τι γαρ φαγωσιν ουκ εχουσιν
1914,k,αγιασωσιν εαυτοις αρτους τι γαρ φαγωσιν ουκ εχουσιν
1914,l,αγορασωσιν εαυτοις τι γαρ φαγωσιν ουκ εχουσιν
1914,m,αγορασωσιν αρτους τι γαρ φαγωσιν ουκ εχουσιν
1914,n,αγορασωσιν εαυτοις αρτους τι γαρ φαγωσιν
1914,o,καταλυσωσιν τι γαρ φαγωσιν ουκ εχουσιν
1914,p,αγορασωσιν εαυτοις αρτους τι φαγωσιν ουκ εχουσιν
1914,q,αγορασωσιν εαυτοις αρτους τι φαγουσιν ουκ εχουσιν
1914,r,αγορασωσιν εαυτοις αρτους τι φαγω ουκ εχουσιν
1914,s,αγορασωσιν εαυτοις βρωματα τι φαγωσιν
1915,a,ο δε
1915,b,και
1916,a,ειπεν αυτοις
1916,b,αυτοις ειπεν
1916,c,ειπεν
1917,a,""
1917,b,ο ιησους
1918,a,δοτε αυτοις υμεις φαγειν και λεγουσιν αυτω απελθοντες αγορασωμεν δηναριων διακοσιων αρτους και δωσομεν αυτοις φαγειν ο δε λεγει αυτοις
1918,b,""
1919,a,αυτοις υμεις φαγειν
1919,b,υμεις αυτοις φαγειν
1919,c,υμεις φαγει]ν αυτοις
1919,d,αυτοις υμεις ο φαγειν
1919,e,υμεις φαγειν
1919,zu,""
1920,a,και λεγουσιν αυτω
1920,b,και λεγουσιν αυτο
1920,c,και λεγουσιν αυτοις
1920,e,ο̣[ι] δ̣ε̣ λ̣ε̣γουσιν αυ[τω
1920,g,λεγουσιν αυτω
1920,h,και λεγουσιν
1920,zu,""
1921,a,απελθοντες
1921,b,απελθοντων
1921,zu,""
1922,a,αγορασωμεν
1922,b,αγορασομεν
1922,c,αγορασομεθα
1922,zu,""
1923,a,δηναριων διακοσιων αρτους
1923,b,αρτους διακοσιων δηναριων
1923,c,δηναριων διακοσιων αυτους
1923,d,δηναριων διακοσιων αυτοις
1923,f,αυ]τ̣οις [δηναρι]ω̣ν̣ [διακοσι]ων αρτους
1923,g,διακοσιων δηναριων
1923,zu,""
1924,a,δηναριων διακοσιων
1924,b,διακοσιων δηναριων
1924,zu,""
1925,a,διακοσιων
1925,b,διακοσιους
1925,c,τριακοσιων
1925,d,εκατον
1925,zu,""
1926,a,και
1926,b,""
1926,zu,""
1927,a,δωσομεν
1927,b,δωμεν
1927,zu,""
1928,a,αυτοις φαγειν
1928,b,φαγειν αυτοις
1928,c,αυτους φαγειν
1928,d,αυτοις ινα φαγωσιν
1928,zu,""
1929,a,""
1929,b,ινα εκαστος βραχυ λαβη
1929,c,ινα εκαστος αυτων βραχυ λαβη
1929,d,ινα εκαστος αυτων βραχυ τι λαβη
1929,zu,""
1930,a,ο δε λεγει αυτοις ποσους αρτους εχετε
1931,a,ο δε
1931,b,και
1931,zu,""
1932,a,""
1932,b,ο ιησους (cf. 38/2-4)
1932,zu,""
1933,a,αρτους εχετε
1933,b,εχετε αρτους
1933,zu,""
1934,a,""
1934,b,υμεις
1934,zu,""
1935,a,υπαγετε ιδετε και γνοντες
1935,b,και γνοντες
1935,c,""
1936,a,υπαγετε
1936,b,απελθετε
1936,zu,""
1937,a,""
1937,b,και
1937,zu,""
1938,a,και
1938,b,""
1938,zu,""
1939,a,γνοντες
1939,b,επιγνοντες
1939,c,ελθοντες
1939,d,ιοντες
1939,e,""
1939,zu,""
1940,a,""
1940,b,αυτω
1941,a,πεντε και δυο ιχθυας
1942,a,""
1942,b,αρτους
1942,zu,""
1943,a,αυτοις ανακλιναι παντας
1943,b,αυτους ανακλιναι παντας
1943,c,αυτοις ανακλιθηναι παντας
1943,d,αυτοις παντας ανακλιθηναι
1943,e,αυτους ανακλιθηναι απαντας
1943,f,αυτου ανακλιθηναι παντας
4595,zu,""
1943,h,ο ιησους ανακλιναι παντας
1943,i,ανακλιναι παντας
1943,j,αυτοις ανακλιναι
1943,k,αυτοις ανακλιθηναι
1943,l,αυτους ανακλιθηναι
1944,a,συμποσια συμποσια
1944,b,συμποσια (cf. 40/8b)
1944,c,κατα την συνποσιαν
1945,a,επι
1945,b,εν
1946,a,τω χλωρω χορτω
1946,b,των χλωρων χορτων
1946,c,τω χλωρω τοπω
1946,d,χλωρω χορτω
1946,e,τω χορτω
1947,a,ανεπεσαν
1948,a,πρασιαι
1948,b,om (cf. 39/12-14b)
1949,a,""
1949,b,και
1950,a,ανα εκατον και ανα πεντηκοντα
1950,b,"om (cf. 41/8b, 16b)"
1951,a,ανα εκατον και ανα
1951,b,κατα εκατον και κατα
1951,d,ανα εκατον και
1951,e,ανα εκατον ανα
1951,f,ανα εκατον
1951,zu,""
1952,a,τους
1953,a,πεντε
1953,b,"om (cf. 16b, 40/10-18b)"
1954,a,τους
1954,b,""
1955,a,δυο
1955,b,"om (cf. 8b, 40/10-18b)"
1956,a,""
1956,b,και
1957,a,και
1957,b,""
1958,a,κατεκλασεν τους αρτους και εδιδου τοις μαθηταις αυτου
1958,b,κλασας εδωκεν τοις μαθηταις τους αρτους
1959,a,κατεκλασεν
1959,b,κατακλασας
1959,c,εκλασεν
1959,d,κλασας
1960,a,""
1960,b,πεντε
1961,a,και
1961,b,""
1962,a,εδιδου
1962,b,εδωκεν
1963,a,τοις μαθηταις αυτου
1963,b,τοις μαθηταις
1963,c,αυτοις
1964,a,παρατιθωσιν
1964,b,παραδοθωσιν
1964,c,παραθωσιν
1964,d,παραδωσιν
1965,a,αυτοις
1965,b,αυτους
1965,d,κατεναντι αυτων
1965,e,τοις οχλοις
1965,f,τω οχλω
1965,g,""
1966,a,τους
1967,a,δυο
1967,b,""
1968,a,""
1968,b,και
1969,a,εμερισεν
1970,a,πασιν
1970,b,""
1971,a,παντες και εχορτασθησαν
1971,b,και εχορτασθησαν παντες
1971,c,και εχορτασθησαν
1972,a,ηραν
1972,b,ηρον
1973,a,κλασματα δωδεκα κοφινων πληρωματα
1973,b,κλασματα δωδεκα κοφινους πληρωματα
1973,c,κλασματα δωδεκα κοφινους πληρεις
1973,d,κλασματια δωδεκα κοφινους πληρεις
1973,e,κλασματων δωδεκα κοφινων πληρωματα
1973,f,ανακλασματων δωδεκα κοφινων πληρης
1973,g,κλασματων δωδεκα κοφινους πληρωματα
1973,h,κλασματων δωδεκα κοφινους πληρεις
1973,i,των περισσευοντων κλασματων δωδεκα κοφινους πληρεις
1973,j,των περισσευσαντων κλασματων δωδεκα κοφινους πληρεις
1973,k,το περισσευον των κλασματων δωδεκα κοφινους πληρεις
1973,l,το περισσευσαν των κλασματων δωδεκα κοφινους πληρεις
1973,m,τα περισσευματα κλασματων δωδεκα κοφινους πληρεις
1973,n,περισσευματα κλασματων δωδεκα κοφινους πληρεις
1973,o,λειψανα των κλασματων δωδεκα κοφινους πληρεις
1973,p,απο των κλασματων δωδεκα κοφινους πληρεις
1973,q,δωδεκα κοφινων πληρωματα
1973,r,κλασματων δωδεκα κοφινους
1974,a,και απο των ιχθυων
1974,b,""
1975,a,απο
1976,a,""
1976,b,δυο
1976,zu,""
1977,a,και ησαν οι
1977,b,ησαν δε οι
1977,c,οι δε
1978,a,τους αρτους
1978,b,αρτους
1978,d,""
1979,a,""
1979,b,ωσει
1979,c,ως
1980,a,ανδρες
1980,b,""
1981,a,""
1981,b,και παντες εθαυμαζον
1982,a,ευθυς
1982,b,παντες εθαυμαζον
1982,c,""
1983,a,""
1983,b,εξεγερθεις
1984,a,""
1984,b,ο ιησους
1984,c,ο κυριος ημων ιησους ο χριστος
1985,a,αυτου
1985,b,""
1986,a,το
1986,b,""
1987,a,προαγειν
1987,b,προσαγειν
1988,a,""
1988,b,αυτον
5143,zu,""
1988,c,αυτους
1989,a,εις το περαν
1989,b,εις περαν
1989,c,περαν
1989,d,""
1990,a,προς βηθσαιδαν
1990,b,εις βηθσαιδαν
1990,d,""
1991,a,εως αυτος απολυει
1991,b,εως αυτος απολυσει
1991,c,εως αυτος απολυση
1991,d,εως αυτος απολυσας
1991,e,εως ου αυτος απολυσει
1991,f,εως ου αυτος απολυση
1991,g,εως αν αυτος απολυση
1991,h,εως αυτους απολυει
1991,i,εως αυτους απολυση
1991,j,εως αυτους απολυσας
1991,k,εως αυτον απολυσει
1991,l,εως αυτον απολυση
1991,m,εως ου απολυσει
1991,n,εως ου απολυση
1991,o,εως ιδειν αυτον απολυει
1991,p,αυτος δε απολυει
1991,q,αυτος δε απελυσεν
1992,a,τον οχλον
1992,b,τους οχλους
1993,a,αυτοις
1993,b,""
1994,a,απηλθεν
1994,b,ανηλθεν
1995,a,εις το ορος προσευξασθαι
1995,b,""
1996,a,εις
1996,b,προς
1996,zu,""
1997,a,και οψιας
1997,b,οψιας δε
1998,a,γενομενης
1998,b,γινομενης
1999,a,ην
1999,b,""
2000,a,""
2000,b,παλαι
2001,a,εν μεσω της θαλασσης
2001,b,εν μεση τη θαλασση
2002,a,εν μεσω
2002,b,εις μεσον
2002,c,εν τω μεσω
2002,d,εις το μεσον
2002,e,μεσον
2002,zu,""
2003,a,και αυτος μονος επι της γης
2003,b,""
2004,a,επι της γης
2004,b,επι της γης ην
2004,c,ην επι της γης
2004,d,ην επι την γην
2004,e,εστη επι της γης
2004,zu,""
2005,a,ιδων
2005,b,ειδεν
2006,a,αυτους
2006,b,""
2007,a,βασανιζομενους εν τω ελαυνειν
2007,b,βασανιζομενους εν τω πλοιω εν τω ελαυνειν
2007,c,βασανιζομενους και ελαυνοντας
2007,d,ελαυνοντας και βασανιζομενους
2008,a,ην γαρ
2008,b,ην γαρ και
2008,c,και γαρ
2009,a,ο ανεμος εναντιος αυτοις
2009,b,εναντιος ο ανεμος αυτοις
2009,c,εναντιος αυτοις ο ανεμος
2009,d,ο ανεμος αυτοις εναντιος
2009,e,ανεμος εναντιος αυτοις
2009,f,εναντιος ο ανεμος
2009,g,ο ανεμος εναντιος
2009,h,εναντιος αυτοις
2010,a,περι τεταρτην φυλακην
2010,b,τεταρτη δε φυλακη
2011,a,περι
2011,b,σφοδρα και περι
2011,c,σφοδρα περι δε
2011,d,και περι
2011,e,περι δε
2011,zu,""
2012,a,""
2012,b,την
2012,zu,""
2013,a,της νυκτος
2013,b,""
2014,a,ερχεται
2014,b,απηλθεν
2015,a,προς αυτους
2015,b,""
2016,a,περιπατων επι της θαλασσης
2016,b,επι της θαλασσης περιπατων
2016,c,περιπατων εν τη θαλασση
2016,d,περι παντων επι της θαλασσης
2016,e,ο ιησους περιπατων επι της θαλασσης
2016,f,περιπατων ο ιησους επι της θαλασσης
2017,a,και ηθελεν παρελθειν αυτους οι δε ιδοντες αυτον επι της θαλασσης περιπατουντα
2017,b,""
2018,a,και ηθελεν παρελθειν αυτους
2018,b,""
2018,zu,""
2019,a,ηθελεν
2019,b,ηθελησεν
2019,c,εμελλε
2019,d,ηλθεν
2019,zu,""
2020,a,παρελθειν αυτους
2020,b,αυτους παρελθειν
2020,c,παρελθειν
2020,zu,""
2021,a,επι της θαλασσης περιπατουντα
2021,b,περιπατουντα επι της θαλασσης
2021,c,περιπατουντα επι την θαλασσαν
2021,zu,""
2022,a,εδοξαν οτι φαντασμα εστιν
2022,b,εδοξαν αυτον φαντασμα ειναι
2022,c,και εδοξαν φαντασμα ειναι
2022,d,εδοξαν φαντασμα ειναι
2022,e,φαντασμα εδοξαν ειναι
2022,f,εδοξαν φαντασιαν ειναι
